﻿﻿Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,﻿﻿﻿分类_en,功能_en,功能说明_en,参数名称_en,参数释义_en,参数类型_en,"默认
值_en","下
限_en","上
限_en",默认值_en
/device/scrubber/keep_beeping,Device,scrubber,Buzzer long-sounding switch,nature: Continuous whistle false: Only sound the whistle in the whistle area,Equipment Control-Other Equipment,蜂鸣器,,,,,Equipment Control-Other Equipment,蜂鸣器,,Buzzer long-sounding switch,nature: Continuous whistle false: Only sound the whistle in the whistle area,bool,FALSE,,,
/strategy/console/battery_consumption_level,Console,scrubber,Oil pollution tasks trigger back to the workstation's low power threshold by default,Low power level,Equipment Control-Cleaner Pump,Heavy oil removal,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,,,,Equipment Control-Cleaner Pump,Heavy oil removal,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,Oil pollution tasks trigger back to the workstation's low power threshold by default,Low power level,int,45,,,
/device/scrubber/detergent_motor_duty_ratio_max,,,Maximum duty cycle for oil sewage pump,Maximum duty cycle for oil sewage pump,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,,,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,Maximum duty cycle for oil sewage pump,Maximum duty cycle for oil sewage pump,int,100,0,100,
/device/scrubber/detergent_motor_duty_ratio_min,,,Minimum duty cycle for oil sewage pump,Minimum duty cycle for oil sewage pump,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,,,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,Minimum duty cycle for oil sewage pump,Minimum duty cycle for oil sewage pump,int,0,0,100,
/device/scrubber/spray_detergent_default_pwm,,,Cleaning solution raw duty cycle,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,,,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,Cleaning solution raw duty cycle,,int,30,,,
/device/scrubber/spray_detergent_time_pwm,,,Cleaning fluid time duty cycle,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,,,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,Cleaning fluid time duty cycle,,int,30,,,
/strategy/console/clean_effect_test_area_max,,,NUll,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,,,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,NUll,,int,10,,,
/strategy/console/clean_effect_test_area_min,,,NUll,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,,,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,NUll,,int,2,,,
/strategy/console/clean_water_consumption_level,Console,scrubber,The oil pollution task triggers the water volume threshold back to the workstation by default,Clean water consumption level,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),https://gaussian.yuque.com/vhfwq2/mi5d16/id6ugt,,,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),https://gaussian.yuque.com/vhfwq2/mi5d16/id6ugt,The oil pollution task triggers the water volume threshold back to the workstation by default,Clean water consumption level,int,29,,,
/strategy/console/dirty_water_consumption_level,Console,,The oil pollution task triggers the sewage threshold back to the workstation by default,Sewage accumulation level,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,,,,Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,The oil pollution task triggers the sewage threshold back to the workstation by default,Sewage accumulation level,int,60,,,
/device/scrubber/detergent_level,,,Cleaner grade,,Equipment Control-Cleaner Pump,Cleaner grade,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,,,,Equipment Control-Cleaner Pump,Cleaner grade,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,Cleaner grade,,int,90,30,90,
/device/scrubber/detergent_level_setting,,,Cleaner grade settings,,Equipment Control-Cleaner Pump,,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,,,,Equipment Control-Cleaner Pump,,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,Cleaner grade settings,,string,"""30,60,90""",,,
/device/scrubber/enable_detergent_motor,Device,scrubber,Enable peristaltic pump switch,true: Can be enabled false: Cannot be enabled,Equipment Control-Cleaner Pump,,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,,,,Equipment Control-Cleaner Pump,,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,Enable peristaltic pump switch,true: Can be enabled false: Cannot be enabled,bool,TRUE,,,
/device/scrubber/left_brush_usage_alert,,,Left disk brush service life,,Equipment Control-Equipment Life,,,,,,Equipment Control-Equipment Life,,,Left disk brush service life,,int,300,0,1000000,
/device/scrubber/left_side_brush_usage_alert,,,Left brush service life,Left brush service life,Equipment Control-Equipment Life,,,,,,Equipment Control-Equipment Life,,,Left brush service life,Left brush service life,double,20,0,100000,
/device/scrubber/right_brush_usage_alert,,,Right disc brush service life,,Equipment Control-Equipment Life,,,,,,Equipment Control-Equipment Life,,,Right disc brush service life,,int,300,0,1000000,
/device/scrubber/right_side_brush_usage_alert,,,The service life of the brush on the right,The service life of the brush on the right,Equipment Control-Equipment Life,,,,,,Equipment Control-Equipment Life,,,The service life of the brush on the right,The service life of the brush on the right,double,20,0,100000,
/device/scrubber/roller_squeegee_usage_alert,,,Roller squeegee service life,Roller squeegee service life,Equipment Control-Equipment Life,,,,,,Equipment Control-Equipment Life,,,Roller squeegee service life,Roller squeegee service life,int,200,0,1000000,
/device/scrubber/soft_squeegee_usage_alert,,,Service life of soft glue squeegee,Service life of soft glue squeegee,Equipment Control-Equipment Life,,,,,,Equipment Control-Equipment Life,,,Service life of soft glue squeegee,Service life of soft glue squeegee,int,200,0,1000000,
/device/scrubber/brush_spin_level,,,Drain motor downgrade,,Equipment Control-Brushing Motor,,,,,,Equipment Control-Brushing Motor,,,Drain motor downgrade,,int,1,0,100,
/device/scrubber/brush_spin_level_setting,,,Swipe speed level settings,Swipe speed level settings,Equipment Control-Brushing Motor,,,,,,Equipment Control-Brushing Motor,,,Swipe speed level settings,Swipe speed level settings,string,"""33,65,100""",,,
/device/scrubber/enable_brush_motor,Device,scrubber,Enable the brushing motor,true: Can be enabled false: Cannot be enabled,Equipment Control-Brushing Motor,,,,,,Equipment Control-Brushing Motor,,,Enable the brushing motor,true: Can be enabled false: Cannot be enabled,bool,TRUE,,,
/device/scrubber/enable_brush_type_detection,,,Brushing disc motor type detection switch,,Equipment Control-Brushing Motor,,,,,,Equipment Control-Brushing Motor,,,Brushing disc motor type detection switch,,bool,FALSE,,,
/device/scrubber/brush_current_diff_tolerance,,,"When the disc brush height is adjusted, the tolerance of the current difference between the left and right disc brushes",,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,"When the disc brush height is adjusted, the tolerance of the current difference between the left and right disc brushes",,int,20,0,100,
/device/scrubber/brush_current_level_setting,,,"Disc brush height self-adjustment, target current",,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,"Disc brush height self-adjustment, target current",,string,"""45,45,45""",,,
/device/scrubber/brush_current_tolerance,,,"When the disc brush height is adjusted, the disc brush current tolerance is",,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,"When the disc brush height is adjusted, the disc brush current tolerance is",,int,3,0,10,
/device/scrubber/brush_max_current,,,"When the disc brush height is adjusted, the maximum current threshold of the disc brush",,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,"When the disc brush height is adjusted, the maximum current threshold of the disc brush",,double,80,,,
/device/scrubber/brush_max_position,,,"When the height of the disc brush is adjusted, the maximum stroke value of the disc brush",,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,"When the height of the disc brush is adjusted, the maximum stroke value of the disc brush",,double,40,0,45,
/device/scrubber/brush_min_position,,,"When the disc brush height is adjusted, the minimum stroke value of the disc brush",,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,"When the disc brush height is adjusted, the minimum stroke value of the disc brush",,double,18,0,45,
/device/scrubber/brush_position_adjust_interval_time,,,Adaptive interval time of disk brush,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,Adaptive interval time of disk brush,,double,168,,,
/device/scrubber/brush_position_self_adjust_initial_position,,,When the disc brush height is adjusted initially,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,When the disc brush height is adjusted initially,,double,18,0,45,
/device/scrubber/brush_position_self_adjust_wait_current_time,,,"When the roller brush height is self-adjusting, waiting for the read current time",,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,"When the roller brush height is self-adjusting, waiting for the read current time",,double,3,0,10,
/device/scrubber/enable_disc_brush_self_adjust,,,Disc brush self-adjustment function switch,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,,,,Equipment control-Brushing plate lift motor,Equipment control-disk brush height adaptation,,Disc brush self-adjustment function switch,,bool,FALSE,,,
/device/mcu/brush_down_type,,,Brushing plate lifting motor type,"0: Non-Hall Motor, 1: Hall Motor",Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Brushing plate lifting motor type,"0: Non-Hall Motor, 1: Hall Motor",int,1,0,1,
/device/scrubber/brush_down_current_threshold,,,Brushing disc motor reduce current threshold,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Brushing disc motor reduce current threshold,,double,0,0,20,
/device/scrubber/brush_down_full_time,Device,scrubber,Time to fully drop the brushing motor,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Time to fully drop the brushing motor,,int,5000,0,20000,
/device/scrubber/brush_down_half_time,Device,scrubber,Time to take for the brushing motor to drop halfway,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Time to take for the brushing motor to drop halfway,,int,2500,0,10000,
/device/scrubber/brush_down_level_setting,,,The push rod motor has low stroke. Unit: mm,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,The push rod motor has low stroke. Unit: mm,,int,40,0,100,
/device/scrubber/brush_down_pwm,,,Reduce power by brushing disk,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Reduce power by brushing disk,,int,0,0,100,
/device/scrubber/brush_position_level_setting,,,Brush disk height level setting,Brush disk height level setting,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Brush disk height level setting,Brush disk height level setting,string,"""37,35,33""",,,
/device/scrubber/brush_pressure_level,,,Brushing disc motor pressure level,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Brushing disc motor pressure level,,int,1,0,100,
/device/scrubber/brush_pressure_level_setting,,,Brushing pressure level setting,Brushing pressure level setting,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Brushing pressure level setting,Brushing pressure level setting,string,"""45,45,45""",,,
/device/scrubber/brush_up_current_threshold,,,Brushing disc motor rising current threshold,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Brushing disc motor rising current threshold,,double,0,0,20,
/device/scrubber/brush_up_half_time,,,Crystal plane machine: low position-mid position time,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Crystal plane machine: low position-mid position time,,int,3000,0,10000,
/device/scrubber/brush_up_pwm,,,Brush disk up power,,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Brush disk up power,,int,0,0,100,
/device/scrubber/enable_brush_lift_motor,Device,scrubber,Enable the brushing disk lifting motor,true: Can be enabled false: Cannot be enabled,Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Enable the brushing disk lifting motor,true: Can be enabled false: Cannot be enabled,bool,TRUE,,,
/device/scrubber/rolling_brush_position_level_setting,,,Rolling brush height level setting,Roller brush height level setting (stroke value),Equipment control-Brushing plate lift motor,,,,,,Equipment control-Brushing plate lift motor,,,Rolling brush height level setting,Roller brush height level setting (stroke value),string,"""25,23,21""",,,
/device/scrubber/mist_spray_work_max_angle,,,Maximum angular velocity for spray working,Maximum angular velocity to trigger the operation of the spray motor,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,,,,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,Maximum angular velocity for spray working,Maximum angular velocity to trigger the operation of the spray motor,double,10,0,10000,
/device/scrubber/disinfectant_supply_timeout,,,Disinfectant rehydration timeout,,Equipment Control-Atomizer,,,,,,Equipment Control-Atomizer,,,Disinfectant rehydration timeout,,int,1200,0,100000,
/device/scrubber/disinfection_storage_max_time,,,Maximum time for disinfectant to be placed,Maximum time for disinfectant to be placed,Equipment Control-Atomizer,,,,,,Equipment Control-Atomizer,,,Maximum time for disinfectant to be placed,Maximum time for disinfectant to be placed,double,72,0,10000,
/device/scrubber/enable_disinfection_storage_warning,,,Enable the alarm function for too long to place the disinfectant liquid,Alarm when the disinfectant is placed for too long,Equipment Control-Atomizer,,,,,,Equipment Control-Atomizer,,,Enable the alarm function for too long to place the disinfectant liquid,Alarm when the disinfectant is placed for too long,bool,FALSE,,,
/device/scrubber/enable_mist_spray,,,Spray switch,Enable spray,Equipment Control-Atomizer,,,,,,Equipment Control-Atomizer,,,Spray switch,Enable spray,bool,FALSE,,,
/device/scrubber/mist_bag_low_level_continued_duration,,,Disinfection tank low liquid level duration,,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,,,,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,Disinfection tank low liquid level duration,,double,10,0,10000,
/device/scrubber/mist_box_low_level_continued_duration,,,Disinfection low liquid level duration,Disinfection low liquid level duration,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,,,,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,Disinfection low liquid level duration,Disinfection low liquid level duration,double,3,0,10000,
/device/scrubber/mist_liquid_supply_timeout_duration,,,V3.0 disinfection and rehydration timeout time,V3.0 disinfection and rehydration timeout time,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,,,,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,V3.0 disinfection and rehydration timeout time,V3.0 disinfection and rehydration timeout time,double,600,0,1000000,
/device/scrubber/mist_spray_distance_level_setting,,,Spray distance level setting,Spray distance level setting,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,,,,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,Spray distance level setting,Spray distance level setting,string,"""20,60,100""",,,
/device/scrubber/mist_spray_rest_working_duration,,,Spray/scent duration when still,Spray/scent duration when still,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,,,,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,Spray/scent duration when still,Spray/scent duration when still,double,5,0,10000,
/device/scrubber/mist_spray_work_min_speed,,,Minimum linear speed for spray operation,Minimum linear speed to trigger the operation of the spray motor,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,,,,Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,Minimum linear speed for spray operation,Minimum linear speed to trigger the operation of the spray motor,double,0,0,10000,
/device/scrubber/enable_squeegee_motor,,,Enable air suction motor,Air suction switch,Equipment control-wind suction motor,,,,,,Equipment control-wind suction motor,,,Enable air suction motor,Air suction switch,bool,TRUE,,,
/device/scrubber/fan_level,,,Air suction level,0,Equipment control-wind suction motor,,,,,,Equipment control-wind suction motor,,,Air suction level,0,int,1,0,100,
/device/scrubber/fan_level_setting,,,Air suction level setting,Air suction level setting,Equipment control-wind suction motor,,,,,,Equipment control-wind suction motor,,,Air suction level setting,Air suction level setting,string,"""40,60,100""",,,
/device/scrubber/squeegee_motor_running_time,,,Suction air is fully turned on time,"The maximum time required for the air suction to be turned on, unit: seconds",Equipment control-wind suction motor,,,,,,Equipment control-wind suction motor,,,Suction air is fully turned on time,"The maximum time required for the air suction to be turned on, unit: seconds",double,0,0,3600,
/device/scrubber/squeegee_down_check_continuous_time,,,"Squeegee monitoring, continuous comparison time, unit: seconds",,Equipment control-water squeezing,Squeegee monitoring,,,,,Equipment control-water squeezing,Squeegee monitoring,,"Squeegee monitoring, continuous comparison time, unit: seconds",,double,2,1,5,
/device/scrubber/squeegee_down_check_wait_device_time,,,"When monitoring squeegee, you need to wait for equipment time, unit: seconds",,Equipment control-water squeezing,Squeegee monitoring,,,,,Equipment control-water squeezing,Squeegee monitoring,,"When monitoring squeegee, you need to wait for equipment time, unit: seconds",,double,3,2,10,
/device/scrubber/enable_squeegee_down_check,,,Enable squeegee monitoring,,Equipment control-water squeezing,,,,,,Equipment control-water squeezing,,,Enable squeegee monitoring,,bool,FALSE,,,
/device/scrubber/enable_squeegee_lift_motor,Device,scrubber,Enable water jet motor,true: Can be enabled false: Cannot be enabled,Equipment control-squeezing lift motor,Squeegee lift motor enable,,,,,Equipment control-squeezing lift motor,Squeegee lift motor enable,,Enable water jet motor,true: Can be enabled false: Cannot be enabled,bool,TRUE,,,
/device/scrubber/squeegee_down_time,,,Time for squeegee,"The time required to place the squeegee in place, unit: seconds",Equipment control-squeezing lift motor,Lifting time control of squeegee lifting motor,,,,,Equipment control-squeezing lift motor,Lifting time control of squeegee lifting motor,,Time for squeegee,"The time required to place the squeegee in place, unit: seconds",double,0,0,3600,
/device/scrubber/squeegee_up_half_time,,,Half-lifting time for squeegee,,Equipment control-squeezing lift motor,Lifting time control of squeegee lifting motor,,,,,Equipment control-squeezing lift motor,Lifting time control of squeegee lifting motor,,Half-lifting time for squeegee,,int,4000,0,10000,
/device/scrubber/backward_half_uplift_squeegee,,,Rear lift squeegee function switch,,Equipment control-squeezing lift motor,Equipment control-rear lift suction squeegee,,,,,Equipment control-squeezing lift motor,Equipment control-rear lift suction squeegee,,Rear lift squeegee function switch,,bool,TRUE,,,
/device/scrubber/backward_liftup_device_speed,,,Trigger the backing speed of lifting equipment,Trigger the backing speed of lifting equipment,Equipment control-squeezing lift motor,Equipment control-rear lift suction squeegee,,,,,Equipment control-squeezing lift motor,Equipment control-rear lift suction squeegee,,Trigger the backing speed of lifting equipment,Trigger the backing speed of lifting equipment,double,0.1,0,10000,
/device/scrubber/aromatherapy_concentration_level_setting,,,Aromatherapy concentration configuration time (spray time & dissipation time),Aromatherapy concentration configuration (unit: seconds),Equipment control-Aromatic,,,,,,Equipment control-Aromatic,,,Aromatherapy concentration configuration time (spray time & dissipation time),Aromatherapy concentration configuration (unit: seconds),string,"""40,20,45,10,60,10""",,,
/device/mcu/emergency_type,,,Emergency Stop Switch Type,0: Non-self-recovery emergency stop hardware 1: For self-recovery emergency stop hardware,Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",,,,Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",Emergency Stop Switch Type,0: Non-self-recovery emergency stop hardware 1: For self-recovery emergency stop hardware,int,0,0,1,
/strategy/console/emergency_auto_resume_enabled,,,Emergency stop self-recovery function switch,,Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",,,,Other equipment-Emergency stop,Emergency stop and self-recovery,"自恢复急停在第一次按下急停时，机器人立即停止。 After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",Emergency stop self-recovery function switch,,bool,FALSE,,,
/strategy/console/emergency_auto_resume_global_enabled,,,AIO1.2 emergency stop self-recovery global support,,Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",,,,Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",AIO1.2 emergency stop self-recovery global support,,bool,FALSE,,,
/strategy/console/emergency_auto_resume_method,,,急停自恢复恢复策略,,Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",,,,Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",急停自恢复恢复策略,,int,1,0,864000000,
/strategy/console/emergency_auto_resume_wait_duration,,,Countdown time for emergency stop self-recovery,,Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",,,,Other equipment-Emergency stop,Emergency stop and self-recovery,"自恢复急停在第一次按下急停时，机器人立即停止。 After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",Countdown time for emergency stop self-recovery,,int,30,0,864000000,
/device/scrubber/brush_usage_alert,,,Lifetime of brush disk,Lifetime of brush disk,Equipment life,Lifetime of brush disk,,,,,Equipment life,Lifetime of brush disk,,Lifetime of brush disk,Lifetime of brush disk,int,300,0,1000000,
/device/scrubber/dust_push_usage_alert,,,Dust push cloth service life,Dust push cloth service life,Equipment life,Equipment life,,,,,Equipment life,Equipment life,,Dust push cloth service life,Dust push cloth service life,double,20,0,3600,
/device/scrubber/ordinary_dust_push_usage_alert,,,Service life of ordinary dust push,Service life of ordinary dust push,Equipment life,Equipment life,,,,,Equipment life,Equipment life,,Service life of ordinary dust push,Service life of ordinary dust push,double,20,0,3600,
/device/scrubber/rolling_brush_usage_alert,,,Rolling brush service life,Rolling brush service life,Equipment life,Equipment life,,,,,Equipment life,Equipment life,,Rolling brush service life,Rolling brush service life,int,300,0,1000000,
/device/scrubber/filter_usage_alert,,,Filter service life,Filter service life,Equipment life,Filter service life,,,,,Equipment life,Filter service life,,Filter service life,Filter service life,int,20,0,1000000,
/device/scrubber/front_rolling_brush_usage_alert,,,Front rolling brush service life,,Equipment life,Rolling brush life test,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/ec807m?singleDoc# ""S-line-rolling brush type, life, in-place detection requirements""",,,,Equipment life,Rolling brush life test,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/ec807m?singleDoc# ""S-line-rolling brush type, life, in-place detection requirements""",Front rolling brush service life,,int,300,0,1000000,
/device/scrubber/rear_rolling_brush_usage_alert,,,Rear rolling brush service life,,Equipment life,Rolling brush life test,,,,,Equipment life,Rolling brush life test,,Rear rolling brush service life,,int,300,0,1000000,
/strategy/chassis/enable_labor_saving,,,Enable Assist Mode Function (Software),Assist mode switch,Manual mode,Power-assist function switch (software),,,,,Manual mode,Power-assist function switch (software),,Enable Assist Mode Function (Software),Assist mode switch,bool,FALSE,,,
/labor_saving/environment,,,Ground environment,,Manual mode,Power handle function,https://gaussian.yuque.com/huofeng-private-group-1780/cowork/ddrbvq,,,,Manual mode,Power handle function,https://gaussian.yuque.com/huofeng-private-group-1780/cowork/ddrbvq,Ground environment,,string,"""normal""",,,
/device/mcu/forward_dec,,,"Forward deceleration in manual mode, 1..500",,Manual mode,Manual mode acceleration and decreasing speed,,,,,Manual mode,Manual mode acceleration and decreasing speed,,"Forward deceleration in manual mode, 1..500",,int,500,0,500,
/strategy/elevator_controller/operate_door_interval,,,The gate time interval is calculated as (n+1)*500 milliseconds,,梯控,Ladder control-open/close door,,,,,梯控,Ladder control-open/close door,,The gate time interval is calculated as (n+1)*500 milliseconds,,int,3,1,120,
/strategy/elevator_controller/wait_door_opened_seconds,,,"Under the aggressive ladder/outlet strategy, the door status will not be checked, so there will be a slight pause time, unit seconds",,梯控,Ladder control-open/close door,,,,,梯控,Ladder control-open/close door,,"Under the aggressive ladder/outlet strategy, the door status will not be checked, so there will be a slight pause time, unit seconds",,int,1,0,5,
/strategy/elevator_controller/open_door_timeout,,,Open elevator door timeout time,,梯控,Ladder control-open door,,,,,梯控,Ladder control-open door,,Open elevator door timeout time,,int,300,0,864000,
/strategy/elevator_controller/wait_for_getin_seconds,,,"Waiting time for waiting for the door opening signal, unit to seconds",,梯控,Ladder control-open door,,,,,梯控,Ladder control-open door,,"Waiting time for waiting for the door opening signal, unit to seconds",,int,14,1,60,
