﻿分类,功能,功能说明,参数名称,参数中文名称,参数释义,类型,"下
限","上
限","默认
值","参数
单位",备注
PNC motion control,Path offset function,"Function description: https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ymhttps://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# ""Path Offset Function Description & Parameters""",/strategy/path_recorder/offset_path,Path offset interval distance,,double,0.06,0.2,0.1,,
PNC motion control,Path offset function,"Function description: https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ymhttps://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# ""Path Offset Function Description & Parameters""",/strategy/path_recorder/offset_switch,Path offset function switch,,bool,,,FALSE,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/enable_backtracking_rec,Allow historical tracks to escape the gap switch,,bool,,,TRUE,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/enable_narrow_backward_recovery,Allow local narrow path to escape and backward switch,,bool,,,TRUE,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/enable_normal_backward_recovery,Allow ordinary local escape and backward switch,,bool,,,TRUE,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/enable_point_cloud_recovery,Allow point cloud escape switch,,bool,,,TRUE,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/forbid_all_backward_rec,All backward escape behavior switches are prohibited (including global escape),,bool,,,FALSE,,
PNC motion control,Planning timeout,"Function description: In navigation mode, after entering the planning or control failure recovery mode, the timeout time will be accumulated. The timeout time is related to the task type. If the task is navigation, the parameter is goal_base:planner_error_patience_time. If it is obstacle avoidance or offroad in follow-up mode, the parameter is goal_base:follow_path_patience_time; the timeout time of failure to obtain the target point is controlled by goal_base:avoid_goal_obstacle_stop_duration. Time to force entry into Local Escape Recovery state goal_base:force_escape_patience_time",/strategy/goal_base/avoid_goal_obstacle_stop_duration,The program is not called; obstacle avoidance planning timeout time (get target point),,double,,,10,,
PNC motion control,Planning timeout,"Function description: In navigation mode, after entering the planning or control failure recovery mode, the timeout time will be accumulated. The timeout time is related to the task type. If the task is navigation, the parameter is goal_base:planner_error_patience_time. If it is obstacle avoidance or offroad in follow-up mode, the parameter is goal_base:follow_path_patience_time; the timeout time of failure to obtain the target point is controlled by goal_base:avoid_goal_obstacle_stop_duration. Time to force entry into Local Escape Recovery state goal_base:force_escape_patience_time",/strategy/goal_base/follow_path_patience_time,The program is not called; obstacle avoidance planning timeout (the task is obstacle avoidance or offroad in line mode),,double,,,20,,
PNC motion control,Planning timeout,"Function description: In navigation mode, after entering the planning or control failure recovery mode, the timeout time will be accumulated. The timeout time is related to the task type. If the task is navigation, the parameter is goal_base:planner_error_patience_time. If it is obstacle avoidance or offroad in follow-up mode, the parameter is goal_base:follow_path_patience_time; the timeout time of failure to obtain the target point is controlled by goal_base:avoid_goal_obstacle_stop_duration. Time to force entry into Local Escape Recovery state goal_base:force_escape_patience_time",/strategy/goal_base/planner_error_patience_time,The program is not called; obstacle avoidance planning timeout time (task is navigation),,double,,,20,,
PNC motion control,Battery charging mos disconnect speed limit,"Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# ""Battery Charging MOS Disconnect Processing Logic""",/strategy/move_base/mos_off_max_vel,"When the charging MOS is disconnected, the maximum running speed of the robot",,double,0.1,1,0.3,,
PNC motion control,Battery charging mos disconnect speed limit,"Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# ""Battery Charging MOS Disconnect Processing Logic""",/strategy/move_base/open_mos_limp,NUll,,bool,,,TRUE,,
PNC motion control,Navigation speed,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/apx3801uafhhlugd?singleDoc# ""Differences in AIO version and S-MTBF navigation speed""",/strategy/move_base/max_velocity_linear,Running speed - Navigation speed,,double,,,0.6,,
PNC motion control,,,/strategy/chassis/enable_speed_filter,Smoothing speed,,bool,,,FALSE,,
PNC motion control,PNC Others,https://gaussian.yuque.com/pnc/yu7uqr/zcgg5g?singleDoc# 《导航参数配置说明》https://gaussian.yuque.com/pnc/yu7uqr/wmu4i2?singleDoc# 《导航参数配置说明V2》,/strategy/follow_base/force_perform_action,The program is not called; clean it when the navigation starts (not reaching the starting point of the path).,,bool,,,FALSE,,
PNC motion control,PNC Others,,/strategy/follow_base/front_safe_check_dis,The program is not called; the distance is checked in front of the path,,double,,,1,,
PNC motion control,PNC Others,https://gaussian.yuque.com/pnc/yu7uqr/itrboq9nlwkqroxa?singleDoc#mMii 《AIO1.1高级参数差异梳理》,/strategy/follow_base/max_avoid_obstacle_distance,The program is not called; the maximum obstacle avoidance distance,,double,,,-1,,
PNC motion control,PNC Others,,/strategy/follow_base/perform_action,The program is not called; the action on the path is executed,The old parameter of move_base_controller is not actually used,bool,,,FALSE,,
PNC motion control,PNC Others,,/strategy/follow_base/stop_duration,The program is not called; obstacle avoidance waiting time (root line),,double,,,0.5,,
PNC motion control,PNC Others,,/strategy/follow_base/stop_duration_with_human,The program is not called; obstacle avoidance waiting time (follow the line) (when the character is approaching),,double,,,1.5,,
PNC motion control,PNC Others,,/strategy/follow_base/stop_duration_without_human,The program is not called; obstacle avoidance waiting time (following line) (when no character is detected nearby),,double,,,0.8,,
PNC motion control,PNC Others,,/strategy/follow_base/stop_water_distance,The program is not called; the water shutdown distance is fixed,,double,,,20,,
PNC motion control,PNC Others,,/strategy/goal_base/advanced_avoid_obstacle,The program is not called; the early obstacle avoidance function switch,,bool,,,FALSE,,
PNC motion control,PNC Others,,/strategy/goal_base/avoid_obstacle_stop_duration,The program is not called; obstacle avoidance waiting time (navigation),"During obstacle avoidance, the planning time exceeds this time and is considered to be a failure.",double,,,2,,
PNC motion control,PNC Others,,/strategy/goal_base/stop_duration_with_human,The program is not called; obstacle avoidance waiting time (navigation) (when the character is approaching),,double,,,1.5,,
PNC motion control,PNC Others,,/strategy/goal_base/stop_duration_without_human,The program is not called; obstacle avoidance waiting time (navigation) (when no character is detected nearby),,double,,,0.8,,
PNC motion control,PNC Others,,/strategy/goal_base/using_force_recovery,The program is not called;,Forced rotation can be configured when footprint is unsafe in navigation mode,bool,,,FALSE,,
PNC motion control,PNC Others,,/strategy/move_base/max_abnormal_time,The program is not called,,double,,,1200,,
PNC motion control,PNC Others,,/strategy/move_base/turn_head_back_when_backward,The program is not called;,,bool,,,TRUE,,
PNC motion control,PNC Others,,/strategy/pnc/gate_control/enable_efficiency_gate,Identify the positive corners,,bool,,,,,
PNC motion control,PNC Others,,/strategy/pnc/param_convert_version,"The default parameter ""no_version"" is executed and ""aio_1_2"" is used to avoid multiple conversions.",,string,,,"""aio_1_2""",,
PNC motion control,PNC Others,,/strategy/pnc/stop_flow/wait_time_for_planning,NUll,,double,,,,,
PNC motion control,Corner Strategy,"Function description: During the navigation process of the robot, the corner point of the path is an important factor affecting the motion state. In order to obtain better wall-mounting performance, the robot will strictly reach the corner point and rotate in place and continue to drive. If you do not need to strictly follow the line or pay for money during driving, you can also skip the corner point and directly track the subsequent path near the corner point. The parameter of the switching mode is (strategy.yaml) movebase: shortcut_corner. In addition, in shortcut corner mode, when the distance from the corner sentence is less than the specified range, the system will slow down.",/strategy/move_base/shortcut_corner,The program is not called;,,bool,,,FALSE,,
NUll,Privacy protection switch,,/strategy/rcc/remote_control_limitation,Privacy protection switch,,bool,,,FALSE,,
NUll,,,/device/scrubber/enable_shield_dust_box_not_install,NUll,,bool,,,FALSE,,
NUll,,,/device/scrubber/motor_work_min_speed,Minimum speed for triggering the operation of the equipment motor,,double,0,10000,0.01,,
NUll,,,/feature/software/enable_strongwash_workmode,NUll,,bool,,,FALSE,,
NUll,,,/feature/software/enabled_battery_cell_undervoltage,NUll,,bool,,,TRUE,,
NUll,,,/strategy/chassis/speed_v/remote_level,未使用,,int,0,255,,,
NUll,,,/strategy/chassis/sum_angular_diff,Threshold (angle) for the accumulation of high-speed speed difference,0,double,,,7,,
NUll,,,/strategy/chassis/sum_vel_diff,Threshold of the accumulation of high-speed speed difference (speed),0,double,,,3.6,,
NUll,,,/strategy/console/enable_draw_inaccessible_area,NUll,,bool,,,TRUE,,
NUll,,,/strategy/console/gohome1_idle_cd,NUll,,int,1,99999,10,,
NUll,,,/strategy/console/gohome1_idle_cd_before,NUll,,int,0,99999,1490,,
NUll,,,/strategy/console/gohome1_stop_temp_task_cd,NUll,,int,1,99999,28800,,
NUll,,,/strategy/console/gohome1_stop_temp_task_cd_before,NUll,,int,0,99999,0,,
NUll,,,/strategy/console/gohome1_task_finish_cd,NUll,,int,1,99999,3,,
NUll,,,/strategy/console/gohome1_task_finish_cd_before,NUll,,int,0,99999,0,,
NUll,,,/strategy/console/maintain_mode/leave_duration,NUll,,int,0,86400,,,
NUll,,,/strategy/console/maintain_mode/notify_leave_duration,NUll,,int,0,3600,,,
NUll,,,/strategy/console/manual_push_out_elevator_pub_duration,NUll,,int,10,180,180,,
NUll,,,/strategy/console/sewage_wait_time,Waiting time for sewage,,int,0,3600,10,,
NUll,,,/strategy/console/sound_volume_input_threshold,NUll,,int,,,,,
NUll,,,/strategy/console/sound_volume_output_threshold,NUll,,int,,,,,
NUll,,,/strategy/console/user_volume,NUll,,int,0,100,11,,
NUll,,,/strategy/console/warning_guide_idle_time,NUll,,int,120,7200,3600,,
NUll,,,/strategy/device_controller/wait_devices_up_distance,Wait for the equipment to lift the alert distance,"Wait for the equipment to lift the alarm distance (when it is a certain distance from the prohibited washing area, pause in advance to limit the speed and prepare to lift the equipment)",double,,,0.8,米,
NUll,,,/strategy/fov_realtime_auto_cover/draining_time,NUll,,double,,,120,,
NUll,,,/strategy/fov_realtime_auto_cover/enable_abandon_area_sewage,NUll,,bool,,,FALSE,,
NUll,,,/strategy/fov_realtime_auto_cover/enable_full_safe_check,NUll,,bool,,,TRUE,,
NUll,,,/strategy/localization/latent_obstacle/rgbd_ranges/pointcloud1,NUll,,double,0,100,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic0,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic1,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic2,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic5,NUll,,bool,,,,,
NUll,,,/strategy/localization/P85,NUll,,double,0,-200,-100,,
NUll,,,/strategy/localization/P86,NUll,,int,0,10,3,,
NUll,,,/strategy/localization/P96,NUll,,double,0,1,0.75,,
NUll,,,/strategy/project_node/endpoint_thresh,NUll,,double,0,10,5.5,,
NUll,,,/strategy/project_node/gate_area_ignore_flag,NUll,,bool,,,FALSE,,
NUll,,,/strategy/project_node/gate_area_thresh,NUll,,double,0,10,5.5,,
NUll,,,/strategy/rcc/daily_clean_tick_seconds,NUll,,int,,,7200,,
NUll,,,/strategy/rcc/elevator_request_timeout,NUll,,int,,,3,,
DL-Sensory,One-meter rail/with detection function,,/dirty_config/other/pole_pillar,One-meter rail/with detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Inspection: - Model switch,"Function description: https://gaussian.yuque.com/od6ghz/ntcv8q/aleqkh?singleDoc# ""AGILE-30 50 Intelligent Patrol Cleaning P0 Function""",/dirty_config/model/open_sewage_detect,Inspection: - Model switch,"Inspection: - Model switch: /dirty_config/model/open_sewage_detect - Cleaning mode (dirty_config): 0 Cleaning 1 Obstacle avoidance 2 Ignore,",bool,,,TRUE,,
DL-Sensory,Object recognition-one-meter column,,/strategy/yml_detect/init,One-meter bar detection function switch,In scenarios without a meter bar can be closed,bool,,,TRUE,,
DL-Sensory,Object recognition - thin rod,,/strategy/small_obj_detect/init,Thin rod recognition function switch,"The following wall lines, semantics of large objects, and the main switch for thin rod detection",bool,,,TRUE,,
DL-Sensory,Object recognition - thin rod,,/strategy/small_obj_detect/launch_lidar_small_object_detector,Thin rod recognition function switch,,bool,,,TRUE,,
DL-Sensory,Object recognition - physical fence,,/strategy/fence_detect/init,Physical fence detection function switch,75 No such function yet,bool,,,FALSE,,
DL-Sensory,Object recognition-wall line,,/strategy/small_obj_detect/launch_line_segment,Edge (wall line identification),"Whether to open the wall line extraction, 75 does not need this function",bool,,,TRUE,,
DL-Sensory,Object recognition,,/dirty_config/stain/dust,NUll,,int,1,2,2,,
DL-Sensory,Object recognition,,/dirty_config/stain/mixed_garbage,NUll,,int,1,2,2,,
DL-Sensory,Object recognition,,/dirty_config/stain/mixed_garbage_temp,NUll,,int,0,2,2,,
DL-Sensory,Object recognition,,/dirty_config/stain/sewage,NUll,,int,1,2,2,,
DL-Sensory,Object recognition,,/strategy/small_obj_detect/launch_big_small_object_inflation,Semantics of small objects,,bool,,,FALSE,,
DL-Sensory,Object recognition,,/strategy/stair_detect/is_enable,NUll,,bool,,,FALSE,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/data_feedback_light/enable_feedback,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/dl_hodgepodge/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/dl/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_anti_drop/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_fnl/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_ir_sticker/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/slam_data/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable_align_charging_pile,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable_general_objects,NUll,,bool,,,,,
DL-Sensory,Data reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable_warning_trigger,NUll,,bool,,,,,
DL-Sensory,Deep Learning Data Reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable,NUll,,bool,,,,,
DL-Sensory,Deep Learning Data Reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable_freespace_endpoint,NUll,,bool,,,,,
DL-Sensory,Deep Learning Data Reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable_garbage_sewage,Stain dirty - Data reflow switch (on if necessary),,bool,,,,,
DL-Sensory,Deep Learning Data Reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable_ground_objects_seg,NUll,,bool,,,,,
DL-Sensory,Deep Learning Data Reflow,Function description: https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable_xyf_detect,NUll,,bool,,,,,
DL-Sensory,Tilt Detection (IMU),,/strategy/camera_subscribe_imu,NUll,,bool,,,,,
DL-Sensory,Model switch,,/strategy/dl_infer/open_freespace_endpoint,Passable area model,,bool,,,TRUE,,
DL-Sensory,Model switch,,/strategy/dl_infer/open_garbage_sewage_task,NUll,,bool,,,FALSE,,
DL-Sensory,Model switch,,/strategy/dl_infer/open_ground_objects_seg,Ground object model,,bool,,,TRUE,,
DL-Sensory,Model switch,,/strategy/dl_infer/open_xyf_detect,xfy model,,bool,,,TRUE,,
DL-Sensory,Passable edge-shelf detection function,,/dirty_config/other/shelves,Passable edge-shelf detection function,1:Open; 2:Close,int,1,2,2,,
DL-Sensory,Passable edge-black object detection function,,/dirty_config/other/blackobject,Passable edge: black object detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-billboard detection function,,/dirty_config/other/pole,Passable edge-billboard detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-escalator metal edge detection function,,/dirty_config/other/escalator_edge,Passable edge-escalator metal edge detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-fall zone detection function,,/dirty_config/other/fallarea_edge,Passable edge-fall zone detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Passable edge-glass detection function,Function description: https://gaussian.yuque.com/perception/documents/gfrhneuwau446brq,/dirty_config/other/glass,Passable edge-glass detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Infrared sticker recognition,,/strategy/ir_sticker_enable,Infrared sticker detection function switch,,bool,,,,,
DL-Sensory,Ground segmentation-foot pad detection function,,/dirty_config/other/footpad,Ground segmentation-foot pad detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Ground segmentation-escalator pedal detection function,,/dirty_config/other/escalator_pedal,Ground segmentation-escalator pedal detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Ground segmentation-wire detection function,,/dirty_config/other/wire,Ground segmentation-wire detection function,1:Open; 2:Close,int,1,2,1,,
DL-Sensory,Ground segmentation-carpet detection function,,/dirty_config/other/carpet,Ground segmentation-carpet detection function,1:Open; 2:Close,int,1,2,2,,
DL-Sensory,DL-Garbage Detection,,/dirty_config/garbage/garbage,Garbage detection function,1:Open; 2:Close,int,1,2,2,,
DL-Sensory,DL-Garbage Detection,,/dirty_config/garbage/large_garbage,Large garbage detection function,1:Open; 2:Close,int,1,2,2,,
DL-Sensory,DL-Garbage Detection,,/dirty_config/garbage/mixed_garbage_temp,NUll,1:Open; 2:Close,int,0,2,2,,
APP,Hide scheduling task function switch,,/strategy/rcc/hide_timer_schedule_task,Gaoxian hidden scheduling task function switch on the palm,"If you change to false, you cannot create a timed task (when is the time start and end at what time), and the timed task type is not displayed when creating a task;",bool,,,FALSE,,
APP,Block alarms that do not affect tasks,After the parameters are turned on: the robot end and the high immortal on the palm will not see the alarm that does not affect the task;,/strategy/checker/less_warning,Block alarms that do not affect the task; (Robot end and high immortal on the palm),Open: The alarms that will not affect the task will be blocked on the machine and the palm of your hand will be displayed only on the cloud platform.,bool,,,TRUE,,
APP,Minimalist mode,,/strategy/console/minimalist_mode,Minimalist mode function switch,,bool,,,FALSE,,
APP,Lock screen with error password multiple times,,/strategy/console/login_fail_lock_time,Login password entry error lock screen time,,int,1,60,30,,
APP,APP language settings,,/strategy/console/app_language,APP language configuration,,string,,,"""en""",,
APP,Time threshold for automatic screen lock without operation of APP,https://gaussian.yuque.com/od6ghz/no74yv/viutgo?singleDoc# 《S线-小屏登录锁屏》,/strategy/console/lock_time,Time threshold for automatic screen lock without operation of APP,Time threshold for automatic screen lock without operation of APP,int,0,10000,300,,
