﻿﻿分类,功能,功能说明,参数位置,参数名称,参数释义,类型,"下
限","上
限","默认
值","参数
单位",备注
Sensor-Anti-collision,Sensor-Anti-collision bar,,/device/protector/protector5/screened,防撞条5屏蔽,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,FALSE,,
Sensor-Anti-collision,Sensor-Anti-collision bar,,/device/protector/protector6/screened,Anti-collision bar 6 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,FALSE,,
Sensor-Anti-collision,Sensor-Anti-collision bar,,/device/protector/protector8/screened,Anti-collision bar 8 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,TRUE,,
Sensor-Anti-collision,Sensor-Anti-collision bar,,/device/protector/protector9/screened,Anti-collision bar 9 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,TRUE,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/beneath_limit_switch_threshold_duration,Voltage abnormality (lower) duration,Voltage abnormality (lower) duration,int,4,100,10,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/enable_fnl_cali_param,Negative pressure detection whether the calibration parameter switch is used,,bool,,,TRUE,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/enable_fnl_check,Enable negative pressure detection function,,bool,,,TRUE,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/enable_neg_voltage_check,Enable negative pressure,,bool,,,FALSE,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/enable_voltage_checked_min_speed,Minimum speed for negative pressure detection,Negative pressure detection is performed when it is greater than this speed,double,,,0,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/enable_voltage_monitor,Negative pressure monitoring,Whether to enable negative pressure monitoring of equipment,bool,,,TRUE,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: By detecting the negative air pressure of the water tank, we can determine whether the sewage suction pipe is blocked and whether it is leaking;",/device/scrubber/over_limit_switch_threshold_duration,Voltage abnormality (high) duration,Voltage abnormality (high) duration,int,4,100,10,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/suction_pressure_beneath_limit_floating_ratio,Abnormal voltage (slightly low) floating ratio,Voltage abnormality (slightly low) floating ratio (0->100) unit %,int,0,100,0,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: By detecting the negative air pressure of the water tank, we can determine whether the sewage suction pipe is blocked and whether it is leaking;",/device/scrubber/suction_pressure_beneath_limit_voltage_setting,Low voltage alarm threshold,Low voltage alarm threshold,string,,,"""3.76,3.60,3.47,3.34,3.22,3.18,3.14""",,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/voltage_checked_rest_duration,Negative pressure detection rest time,"As long as the level of the suction air changes, the detection of negative pressure will be rested for 30 seconds.",double,,,30,,
Sensor-Anti-collision,Sensor-camera,,/strategy/realsense2/anti_drop_enable,NUll,,bool,,,,,
Sensor - Level Sensor,Sensor - Level Sensor,,/device/scrubber/exist_low_low_level_sensor,Is there a low level sensor?,,bool,,,TRUE,,
Equipment inspection,Head cover in-position detection,,/device/scrubber/enable_head_cover_detection,Enable head cover detection function,,bool,,,FALSE,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop0/distance_threshold,NUll,,double,0,2,0.8,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop0/screened,Anti-fall 0 switch,Green:Shield; Gray:Enable,bool,,,TRUE,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop1/distance_threshold,NUll,,double,0,2,0.8,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop1/screened,Anti-fall 1 switch,Green:Shield; Gray:Enable,bool,,,TRUE,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop2/distance_threshold,NUll,,double,0,2,0.8,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop2/screened,Anti-fall 2 switch,Green:Shield; Gray:Enable,bool,,,TRUE,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop3/distance_threshold,NUll,,double,0,2,0.8,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop3/screened,Anti-fall 3 switch,Green:Shield; Gray:Enable,bool,,,TRUE,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/protector/protector4/screened,Anti-collision bar 4 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,FALSE,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/protector/protector7/screened,Anti-collision bar 7 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,FALSE,,
Sensor-camera,Descending area,,/strategy/realsense2/anti_drop_effect_enable,Squinting anti-fall function effective switch (whether it is braked or marked after triggering the anti-fall),,bool,,,,,
Sensor-camera,Descending area,,/strategy/realsense2/anti_drop_image_boundary_deficiency_detect,Whether to detect drops through the depth map missing,"(It may be effective in some sr300 failure environments, the disadvantage is that this method may be easily triggered by mistake)",bool,,,,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# ""Negative Pressure Sensor (40/50)""",/device/scrubber/suction_pressure_limit_level_setting,Negative pressure: fan duty cycle,Negative pressure: fan duty cycle,string,,,"""40,50,60,70,80,90,100""",,
Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# ""Negative Pressure Sensor (40/50)""",/device/scrubber/suction_pressure_over_limit_voltage_setting,High voltage alarm threshold,The voltage is high when the suction fan is blocked,string,,,"""4.08,4.00,3.95,3.90,3.86,3.90,3.94""",,
Sensor-Laser,Laser safety area,,/strategy/laser_filter/safe_area_filter/length_0,Laser safety area 0,,double,0,10,,,
Sensor-Laser,Laser safety area,,/strategy/laser_filter/safe_area_filter/length_1,Laser safety area 1,,double,0,10,,,
Sensor-Laser,Laser safety area,,/strategy/laser_filter/safe_area_filter/width_0,Laser safety area width 0,,double,0,10,,,
Sensor-Laser,Laser safety area,,/strategy/laser_filter/safe_area_filter/width_1,Laser safety area 1 width,,double,0,10,,,
传感器,Camera anti-fall,,/strategy/camera_anti_drop_enable,Enable camera drop-proof function,,bool,,,TRUE,,
NUll,,,/device/mcu/cancel_ttl_485,NUll,,bool,,,TRUE,,
NUll,,,/device/network/ping_hosts,NUll,,string,,,"""8.8.8.8,114.114.114.114""",,
NUll,,,/device/network/wifi_search_ap_list_slam_http_interval,NUll,,int,,,20,,
NUll,,,/device/network/wifi_search_ap_list_slam_interval,NUll,,int,1,1000,20,,
NUll,,,/device/network/wifi_search_ap_list_slam_interval,NUll,,int,,,20,,
NUll,,,/device/scrubber/cleaning_ability_dust_push_settings,NUll,,string,,,"""garbage""",,
NUll,,,/device/scrubber/cleaning_ability_sweep_settings,NUll,,string,,,"""garbage""",,
NUll,,,/device/scrubber/cleaning_ability_wash_settings,NUll,,string,,,"""empty""",,
NUll,,,/device/scrubber/close_valve_by_robot_still_time,NUll,,double,0,1000,60,,
NUll,,,/device/scrubber/delay_lift_squeegee_without_water,NUll,,bool,,,TRUE,,
NUll,,,/device/scrubber/device_operation_timeout_time,NUll,,double,0,100000,20,,
NUll,,,/device/scrubber/disc_brush_position_adjust_delta_current_level_setting,NUll,,string,,,"""12,9,6""",,
NUll,,,/device/scrubber/dust_detect_sensor_error_voltage_threshold,NUll,,int,,,5,,
NUll,,,/device/scrubber/dust_full_distance,NUll,,int,,,20,,
NUll,,,/device/scrubber/enable_auto_replace_brush,NUll,,bool,,,TRUE,,
NUll,,,/device/scrubber/enable_brush_motor_off_while_place_rotating,NUll,,bool,,,TRUE,,
NUll,,,/device/scrubber/enable_clean_dust,NUll,,bool,,,TRUE,,
NUll,,,/device/scrubber/enable_fnl_detection,NUll,,bool,,,TRUE,,
NUll,,,/device/scrubber/fnl_fan_level_value,NUll,,int,0,100,100,,
NUll,,,/device/scrubber/half_lift_brush_during_inspection,NUll,,bool,,,TRUE,,
NUll,,,/device/scrubber/head_cover_detection_timeout_time,NUll,,double,0,1000,60,,
NUll,,,/device/scrubber/high_water_flow_and_remaining_water_interval,NUll,,double,10,3600,1800,,
NUll,,,/device/scrubber/right_side_brush_reverse,NUll,,bool,,,FALSE,,
NUll,,,/device/scrubber/secondary_water_low_level_continued_duration,NUll,,double,0,10,3,,
NUll,,,/device/scrubber/secondary_water_low_level_continued_duration,NUll,,double,0,10,3,,
NUll,,,/device/scrubber/speed_limit_device_function_warning_time,NUll,,double,0,100000,60,,
NUll,,,/device/scrubber/speed_limit_device_operation_warning_time,NUll,,double,0,100000,30,,
NUll,,,/device/scrubber/static_cleaning_ability,NUll,,int,0,2,1,,
NUll,,,/device/scrubber/valve_protect_time,NUll,,double,0,10,8,,
NUll,,,/dirty_config/model/filter_crossover_detect,NUll,,bool,,,FALSE,,
NUll,,,/feature/software/aio_active_clean_switch_enable,Active cleaning function switch,"Active cleaning is a relative task configuration item, indicating whether I will actively avoid the dirt and garbage I see when I work normally.",bool,,,TRUE,,
NUll,,,/feature/software/is_docking_check_enable,NUll,,bool,,,TRUE,,
NUll,,,/pnc/decision/realtime_autocover/improve_pedestrian_interaction_experience,NUll,,bool,,,FALSE,,
NUll,,,/pnc/gaussian/strategy/close_plan_mask_limit,NUll,,bool,,,FALSE,,
NUll,,,/pnc/planning/moving_people_decider/inspection_for_dynamic_people,NUll,,double,,,15,,
NUll,,,/pnc/planning/moving_people_decider/inspection_for_static_people,NUll,,double,,,15,,
NUll,,,/pnc/planning/moving_people_decider/use_decider,NUll,,bool,,,TRUE,,
NUll,,,/sensor/lidar/lidar2d_max_dist,NUll,,int,,,25,,
NUll,,,/strategy/app/glassdoor_edit,NUll,,bool,,,TRUE,,
NUll,,,/strategy/chassis/imu/overturn_pitch_alarm_threshold,NUll,,double,,,45,,
NUll,,,/strategy/chassis/imu/overturn_roll_alarm_threshold,NUll,,double,,,45,,
Sensor-IMU,IMU-Robot tilt detection,"Function description: First of all, make sure that the installation direction of the lower computer is correct, that is, when the front of the machine is raised, the imu pitch value is in the raised state. Turn on the detection strategy switch on the app: /strategy/chassis/imu/roll_alarm_enable No shutdown and restart is required. The alarm trigger threshold can be modified on the app /strategy/chassis/imu/roll_alarm_threshold The roll angle of the alarm trigger /strategy/chassis/imu/pitch_alarm_threshold The pitch angle of the alarm trigger is required to shut down and restart after modification.",/strategy/chassis/imu/roll_alarm_enable,NUll,,bool,,,TRUE,,
NUll,,,/strategy/chassis/quick_switch_manual_mode_timeout,NUll,,double,1,10,2,,
NUll,,,/strategy/chassis/wheel_motor_monitor/enable_zero_drift_detection,NUll,,bool,,,TRUE,,
NUll,,,/strategy/checker/detail_update_interval,NUll,,int,60,1440,1440,,
NUll,,,/strategy/checker/update_complete,NUll,,bool,,,TRUE,,
NUll,,,/strategy/checker/update_enable,NUll,,bool,,,TRUE,,
NUll,,,/strategy/checker/update_startup_delay,NUll,,int,3,10,10,,
NUll,,,/strategy/console/default_active_clean_switch_val,NUll,,bool,,,FALSE,,
NUll,,,/strategy/console/enable_device_limits,Pre-task equipment in-position detection function switch,,bool,,,FALSE,,
NUll,,,/strategy/console/land_mark_check,NUll,,bool,,,FALSE,,
NUll,,,/strategy/console/privacy_switcher,NUll,,bool,,,FALSE,,
NUll,,,/strategy/console/slam_floor_recognition_time,NUll,,double,,,8,,
NUll,Equipment Control-Cleaner Pump,Heavy oil removal,/strategy/console/strong_wash_args_detergent_wait_time,Waiting time,,int,,,180,,
NUll,Equipment Control-Cleaner Pump,Heavy oil removal,/strategy/console/strong_wash_args_foam_num,Number of foam absorption,,int,,,0,,
NUll,Equipment Control-Cleaner Pump,Heavy oil removal,/strategy/console/strong_wash_args_scrub_num,Number of floor rubs,,int,,,1,,
NUll,Equipment Control-Cleaner Pump,Heavy oil removal,/strategy/console/strong_wash_args_speed_level,速度,,int,,,1,,
NUll,Equipment Control-Cleaner Pump,Heavy oil removal,/strategy/console/strong_wash_args_spray,Number of sprays,,int,,,1,,
NUll,Equipment Control-Cleaner Pump,Heavy oil removal,/strategy/console/strong_wash_args_wash_num,Number of cleaning times,,int,,,1,,
NUll,,,/strategy/console/supported_task_version,NUll,,int,0,3,1,,
NUll,,,/strategy/console/use_additional_delta_duration,NUll,,bool,,,FALSE,,
NUll,,,/strategy/depth_camera_occlusion_detect_enable,NUll,,bool,,,FALSE,,
NUll,Sensor-camera,,/strategy/depth_camera_occlusion_triggered_time_thresh,"After issuing a 20832/20833 alarm, it will take at least X minutes before the next alarm will be issued",,int,,,60,,
NUll,,,/strategy/depth_estimate_fusion_ghost_enable,Model switch Shadow mode switch,,bool,,,TRUE,,
NUll,,,/strategy/dl_infer/open_depth_estimation,Model switch,,bool,,,TRUE,,
NUll,,,/strategy/elevator_base/ordering_min_dis,NUll,,double,,,1.5,,
NUll,DL-Sensory,Deep Learning Data Reflow,/strategy/gs_data_feedback/camera_cover_detect/enable,NUll,,bool,,,,,
NUll,DL-Sensory,Deep Learning Data Reflow,/strategy/gs_data_feedback/camera_interference_detect/enable,NUll,,bool,,,,,
NUll,DL-Sensory,Deep Learning Data Reflow,/strategy/gs_data_feedback/dl_depth_fusion/enable,NUll,,bool,,,,,
NUll,,,/strategy/gs_work_station/delay_recovery_clean_water_empty_warn_sec,NUll,,int,1,99,,,
NUll,,,/strategy/move_base/avoid_people_dist,NUll,,double,0,0.4,,,
NUll,,,/strategy/move_base/fovcover_mission_never_done,NUll,,bool,,,,,
NUll,,,/strategy/move_base/min_turn_radius,NUll,,double,0.15,0.5,,,
NUll,,,/strategy/pnc/realtime_autocover/main_angle_belief_ratio,NUll,,double,0,1,,,
NUll,,,/strategy/pnc/realtime_autocover/main_angle_samples_ratio,NUll,,double,0,1,,,
NUll,,,/strategy/pnc/realtime_autocover/never_give_up_time,NUll,,double,,,,,
NUll,,,/strategy/pnc/realtime_autocover/skip_outer_and_inner_edge_follow,NUll,,bool,,,,,
NUll,,,/strategy/pnc/realtime_autocover/use_arcuate_autocover,NUll,,bool,,,,,
NUll,,,/strategy/pnc/realtime_autocover/use_never_give_up,NUll,,bool,,,,,
NUll,,,/strategy/project_node/enable_inspect_deduplicate,NUll,,bool,,,,,
NUll,,,/strategy/project_node/enable_sementic_map,NUll,,bool,,,,,
NUll,,,/strategy/scan_filters/large_area_cover_enable,NUll,,bool,,,,,
NUll,,,/strategy/scan_filters/large_area_cover_triggered_time_thresh,NUll,,double,0,3600,,,
NUll,,,/strategy/sound/greenlight_customization,NUll,,bool,,,,,
PNC motion control,Corner Strategy,"Function description: During the navigation process of the robot, the corner point of the path is an important factor affecting the motion state. In order to obtain better wall-mounting performance, the robot will strictly reach the corner point and rotate in place and continue to drive. If you do not need to strictly follow the line or pay for money during driving, you can also skip the corner point and directly track the subsequent path near the corner point. The parameter of the switching mode is (strategy.yaml) movebase: shortcut_corner. In addition, in shortcut corner mode, when the distance from the corner sentence is less than the specified range, the system will slow down.",/strategy/move_base/shortcut_corner,The program is not called;,,bool,,,,,
PNC motion control,PNC Others,https://gaussian.yuque.com/pnc/yu7uqr/zcgg5g?singleDoc# 《导航参数配置说明》https://gaussian.yuque.com/pnc/yu7uqr/wmu4i2?singleDoc# 《导航参数配置说明V2》,/strategy/follow_base/force_perform_action,The program is not called; clean it when the navigation starts (not reaching the starting point of the path).,,bool,,,FALSE,,
PNC motion control,PNC Others,,/strategy/follow_base/front_safe_check_dis,The program is not called; the distance is checked in front of the path,,double,,,1,,
PNC motion control,PNC Others,https://gaussian.yuque.com/pnc/yu7uqr/itrboq9nlwkqroxa?singleDoc#mMii 《AIO1.1高级参数差异梳理》,/strategy/follow_base/max_avoid_obstacle_distance,The program is not called; the maximum obstacle avoidance distance,,double,,,-1,,
PNC motion control,PNC Others,,/strategy/follow_base/perform_action,The program is not called; the action on the path is executed,The old parameter of move_base_controller is not actually used,bool,,,FALSE,,
PNC motion control,PNC Others,,/strategy/follow_base/stop_duration,The program is not called; obstacle avoidance waiting time (root line),,double,,,0.5,,
PNC motion control,PNC Others,,/strategy/follow_base/stop_duration_with_human,The program is not called; obstacle avoidance waiting time (follow the line) (when the character is approaching),,double,,,1.5,,
PNC motion control,PNC Others,,/strategy/follow_base/stop_duration_without_human,The program is not called; obstacle avoidance waiting time (following line) (when no character is detected nearby),,double,,,0.8,,
PNC motion control,PNC Others,,/strategy/follow_base/stop_water_distance,The program is not called; the water shutdown distance is fixed,,double,,,30,,
PNC motion control,PNC Others,,/strategy/goal_base/advanced_avoid_obstacle,The program is not called; the early obstacle avoidance function switch,,bool,,,,,
PNC motion control,PNC Others,,/strategy/goal_base/avoid_obstacle_stop_duration,The program is not called; obstacle avoidance waiting time (navigation),"During obstacle avoidance, the planning time exceeds this time and is considered to be a failure.",double,,,,,
PNC motion control,PNC Others,,/strategy/goal_base/stop_duration_with_human,The program is not called; obstacle avoidance waiting time (navigation) (when the character is approaching),,double,,,,,
PNC motion control,PNC Others,,/strategy/goal_base/stop_duration_without_human,The program is not called; obstacle avoidance waiting time (navigation) (when no character is detected nearby),,double,,,,,
PNC motion control,PNC Others,,/strategy/goal_base/using_force_recovery,The program is not called;,Forced rotation can be configured when footprint is unsafe in navigation mode,bool,,,,,
PNC motion control,PNC Others,,/strategy/move_base/max_abnormal_time,The program is not called,,double,,,,,
PNC motion control,PNC Others,,/strategy/move_base/turn_head_back_when_backward,The program is not called;,,bool,,,,,
PNC motion control,PNC Others,,/strategy/pnc/gate_control/enable_efficiency_gate,Identify the positive corners,,bool,,,,,
PNC motion control,PNC Others,,/strategy/pnc/param_convert_version,"The default parameter ""no_version"" is executed and ""aio_1_2"" is used to avoid multiple conversions.",,string,,,,,
PNC motion control,Navigation speed,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/apx3801uafhhlugd?singleDoc# ""Differences in AIO version and S-MTBF navigation speed""",/strategy/move_base/max_velocity_linear,Running speed - Navigation speed,,double,,,,,
PNC motion control,Battery charging mos disconnect speed limit,"Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# ""Battery Charging MOS Disconnect Processing Logic""",/strategy/move_base/mos_off_max_vel,"When the charging MOS is disconnected, the maximum running speed of the robot",,double,0.1,1,,,
PNC motion control,Battery charging mos disconnect speed limit,"Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# ""Battery Charging MOS Disconnect Processing Logic""",/strategy/move_base/open_mos_limp,NUll,,bool,,,,,
PNC motion control,Planning timeout,"Function description: In navigation mode, after entering the planning or control failure recovery mode, the timeout time will be accumulated. The timeout time is related to the task type. If the task is navigation, the parameter is goal_base:planner_error_patience_time. If it is obstacle avoidance or offroad in follow-up mode, the parameter is goal_base:follow_path_patience_time; the timeout time of failure to obtain the target point is controlled by goal_base:avoid_goal_obstacle_stop_duration. Time to force entry into Local Escape Recovery state goal_base:force_escape_patience_time",/strategy/goal_base/avoid_goal_obstacle_stop_duration,The program is not called; obstacle avoidance planning timeout time (get target point),,double,,,,,
PNC motion control,Planning timeout,"Function description: In navigation mode, after entering the planning or control failure recovery mode, the timeout time will be accumulated. The timeout time is related to the task type. If the task is navigation, the parameter is goal_base:planner_error_patience_time. If it is obstacle avoidance or offroad in follow-up mode, the parameter is goal_base:follow_path_patience_time; the timeout time of failure to obtain the target point is controlled by goal_base:avoid_goal_obstacle_stop_duration. Time to force entry into Local Escape Recovery state goal_base:force_escape_patience_time",/strategy/goal_base/follow_path_patience_time,The program is not called; obstacle avoidance planning timeout (the task is obstacle avoidance or offroad in line mode),,double,,,,,
PNC motion control,Planning timeout,"Function description: In navigation mode, after entering the planning or control failure recovery mode, the timeout time will be accumulated. The timeout time is related to the task type. If the task is navigation, the parameter is goal_base:planner_error_patience_time. If it is obstacle avoidance or offroad in follow-up mode, the parameter is goal_base:follow_path_patience_time; the timeout time of failure to obtain the target point is controlled by goal_base:avoid_goal_obstacle_stop_duration. Time to force entry into Local Escape Recovery state goal_base:force_escape_patience_time",/strategy/goal_base/planner_error_patience_time,The program is not called; obstacle avoidance planning timeout time (task is navigation),,double,,,,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/enable_backtracking_rec,Allow historical tracks to escape the gap switch,,bool,,,,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/enable_narrow_backward_recovery,Allow local narrow path to escape and backward switch,,bool,,,,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/enable_normal_backward_recovery,Allow ordinary local escape and backward switch,,bool,,,,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/enable_point_cloud_recovery,Allow point cloud escape switch,,bool,,,,,
PNC motion control,Retreat function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# ""Introduction to the constraints of the backward escape switch""",/strategy/move_base/forbid_all_backward_rec,All backward escape behavior switches are prohibited (including global escape),,bool,,,,,
PNC motion control,Path offset function,"Function description: https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ymhttps://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# ""Path Offset Function Description & Parameters""",/strategy/path_recorder/offset_path,Path offset interval distance,,double,0.06,0.2,,,
PNC motion control,Path offset function,"Function description: https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ymhttps://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# ""Path Offset Function Description & Parameters""",/strategy/path_recorder/offset_switch,Path offset function switch,,bool,,,,,
PNC motion control,Road network function,ROBOTPLAN-3986,/strategy/path_recorder/one_lane_width,75 single lane same-way width threshold,,double,0,10,,,
PNC motion control,Road network function,ROBOTPLAN-3986,/strategy/path_recorder/use_spiral_opt,75 Whether to use helical lines to optimize the coverage path curvature switch,,bool,,,,,
Cleaning equipment control,Wheel printing function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/wzsd6s4bt4ghu0ty?singleDoc# ""AIO-1.1 S-width printing action is enabled""",/strategy/move_base/wheel_prints_clean,Turn on the wheel printing function,,bool,,,,,
PNC motion control,Front safety inspection and backing,"Function description: The system will check the front safety under multiple conditions, such as task start and (controller switch), local planner planning failed, global planner planning failed, forward path inspection is unsafe, collision of anti-collision bars and costmap.",/strategy/move_base/allow_backward,The program is not called; backing is allowed,,bool,,,,,
PNC motion control,Front safety inspection and backing,"Function description: The system will check the front safety under multiple conditions, such as task start and (controller switch), local planner planning failed, global planner planning failed, forward path inspection is unsafe, collision of anti-collision bars and costmap.",/strategy/move_base/backward_check_dis,"The program is not called; it is for the front check range. If there is an obstacle within this distance, it starts to back off.",,double,,,,,
PNC motion control,Front safety inspection and backing,"Function description: The system will check the front safety under multiple conditions, such as task start and (controller switch), local planner planning failed, global planner planning failed, forward path inspection is unsafe, collision of anti-collision bars and costmap.",/strategy/move_base/backward_to_dis,The program is not called; for the backward distance,,double,,,,,
PNC motion control,绕大圈,"When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""",/strategy/goal_base/max_path_length_diff,The program is not called; the maximum circle is determined to be poor,,double,,,,,
PNC motion control,绕大圈,"When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""",/strategy/goal_base/max_path_length_quotien,The program is not called; the maximum circle is determined by determining the ratio,,double,,,,,
PNC motion control,绕大圈,"When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""",/strategy/goal_base/path_safe_stopping_distance,The program is not called; path safety checks the speed reduction distance,,double,,,,,
PNC motion control,绕大圈,"When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""",/strategy/goal_base/using_further_planner,The program is not called; large circles are allowed after timeout,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/enable_detect_ex_corner,Identify the positive corner function switch,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/enable_detect_in_corner,Identify the corner function switch,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/enable_follow_edge,Wear master switch,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,Edge virtual wall function switch,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/follow_edge_min_safe_distance,Minimum distance for sticking,,double,0,0.05,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/follow_obstacle_max_safe_distance,Maximum distance for edge obstacles,,double,0,0.2,,,
