1参数位置和名称,2分类1,3分类2,4参数中文名称,5参数释义,6功能分类1,7功能分类2,8功能说明
/device/scrubber/enable_filter,Device,scrubber,使能过滤电机,"true:可开启
false:不可开启",设备控制-过滤电机,,打开：过滤电机才会正常工作；
/device/scrubber/exist_filter,,,存在过滤功能,,设备控制-过滤电机,,打开：APP下位界面才会显示 过滤按钮；
/device/scrubber/filter_motor_action_type,,,过滤电机的设备行为类型,0：老过滤逻辑1：新过滤逻辑,设备控制-过滤电机,,
/device/scrubber/filter_motor_max_accumulate_time,Device,scrubber,过滤电机最大总计过滤时间,过滤电机最大总计过滤时间,设备控制-过滤电机,,
/device/scrubber/filter_motor_max_time,,,过滤电机过滤时间,过滤电机过滤时间,设备控制-过滤电机,,
/device/scrubber/filter_motor_pwm,Device,scrubber,过滤电机占空比,过滤电机占空比,设备控制-过滤电机,,
/device/scrubber/timeout_disappear_time,,,过滤电机过滤超时时间,过滤电机过滤超时时间,设备控制-过滤电机,,
/device/scrubber/timeout_stop_filter,Device,scrubber,过滤超时停止过滤,过滤超时是否停止过滤,设备控制-过滤电机,,
/device/scrubber/enable_stir_motor,,,搅拌电机开关,使能搅拌电机,设备控制-搅拌电机,,
/device/scrubber/enable_triple_valve,,,使能三通阀,使能三通阀,设备控制-排水电机,,
/device/scrubber/spray_motor_water_flow_setting,,,喷水泵水量,,设备控制-喷水,喷水占空比与喷水量转换,https://gaussian.yuque.com/od6ghz/no74yv/wzaowgn0h8sxok4x?singleDoc# 《75-以水流量为单位的清洁配置》
/device/scrubber/water_yield_level,,,任务报告用水量,任务报告用水量数组,设备控制-喷水,喷水占空比与喷水量转换,https://gaussian.yuque.com/od6ghz/no74yv/wzaowgn0h8sxok4x?singleDoc# 《75-以水流量为单位的清洁配置》
/device/scrubber/spray_defoamer_waiting_time,,,NUll,,设备控制-喷水,,
/device/scrubber/enable_spray_motor,Device,scrubber,使能喷水电机,"true:可开启
false:不可开启",设备控制-喷水电机,使能喷水电机,
/device/scrubber/enable_valve,Device,scrubber,使能吸水扒升降电机,"true:可开启 
false:不可开启",设备控制-喷水电机,使能喷水电动阀,
/device/scrubber/pre_task_spray_duration,,,任务前浸润时长,任务前浸润时长，单位：秒,设备控制-喷水电机,任务前浸润,
/device/scrubber/pre_task_spray_water_level,,,任务前浸润水量,任务前浸润水量,设备控制-喷水电机,任务前浸润,
/device/scrubber/water_level_min_accuracy,,,最小水量精准值,小水量精度优化：最小水量精准值，单位：百分比,设备控制-喷水电机,喷水小水量模式,https://gaussian.yuque.com/od6ghz/no74yv/goaavia27wdoh3of?singleDoc# 《S线喷水逻辑》 功能描述： 50：通过对百洁垫的浸润和执行任务过程中持续补水，可以时间对地面的充分清洁/消毒。 功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/hglx4d#VUX7I
/device/scrubber/water_level_opt_interval,,,精度优化时间,小水量精度优化：精度优化时间单位，单位：秒,设备控制-喷水电机,喷水小水量模式,https://gaussian.yuque.com/od6ghz/no74yv/goaavia27wdoh3of?singleDoc# 《S线喷水逻辑》
/device/scrubber/flowmeter_threshold,,,流量检测门限值,,设备控制-喷水电机,喷水流量检测,
/device/scrubber/flowmeter_time_threshold,,,流量检测时间门限值,,设备控制-喷水电机,喷水流量检测,
/device/scrubber/water_level,,,喷水等级,根据电池电压计算模拟电量。,设备控制-喷水电机,喷水等级,功能说明：
/device/scrubber/water_level_setting,,,喷水等级设置,喷水等级设置,设备控制-喷水电机,喷水等级,
/device/scrubber/enable_infiltration,,,浸润功能开关,,设备控制-喷水电机,浸润功能,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/infiltration_duration,,,浸润时长,,设备控制-喷水电机,浸润功能,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/infiltration_spray_water_level_v1,,,浸润期间水量 小水量泵,,设备控制-喷水电机,浸润功能,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/infiltration_spray_water_level_v2,,,浸润期间水量 其他,,设备控制-喷水电机,浸润功能,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/water_pump_rest_max_time,,,水泵空闲的最大时间,,设备控制-喷水电机,浸润功能,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/enable_intermit_water_spray,,,使能间歇性喷水开关,,设备控制-喷水电机,间歇性喷水2.0,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/intermit_water_spray_time_setting,,,间歇性喷水时间配置,,设备控制-喷水电机,间歇性喷水2.0,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_water_percent,Device,scrubber,急速喷水占空比,一键冲水：喷水水量,设备控制-喷水电机,急速喷水,功能说明：在APP下位界面打开一键喷水后，喷水电机以flush_water_percent占空比工作，当污水达到0%时，排水电机再工作/keep_flush_water秒后，停止工作；
/device/scrubber/keep_flush_water,,,一键冲水：低于最低浮子后倒计时间,一键冲水：低于最低浮子后倒计时间,设备控制-喷水电机,急速喷水,功能说明：在APP下位界面打开一键喷水后，喷水电机以flush_water_percent占空比工作，当污水达到0%时，排水电机再工作/keep_flush_water秒后，停止工作；
/device/scrubber/enable_flush_nozzle_regularly,,,使能定期冲洗喷口,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_nozzle_clean_frequency,,,喷水管自清洁频率,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_nozzle_fan_level,,,大水量喷水吸风电机工作等级,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_nozzle_single_spray_duration,,,单次喷水时长,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_nozzle_speed_level_value,,,喷水口自清洁车速,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_nozzle_spray_interval_time,,,喷水管自清洁单次喷水间隔时间,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_nozzle_spray_total_time,,,喷水管自清洁喷水总时间,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_nozzle_start_hour_natural_day,,,自然日启动时间,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_nozzle_water_level,,,喷水口自清洁喷水量占空比,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_with_high_water_flow_distance,,,大水量喷水距离,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_with_high_water_flow_duration,,,大水量喷水的时长,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/flush_with_high_water_flow_interval,,,大水量喷水的间隔,,设备控制-喷水电机,定期大水量喷水清洗出水口,"功能说明：https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# 《50/S大水量冲洗管道需求》

https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# 《M线-间歇性喷水、浸润、定期冲洗喷口逻辑》"
/device/scrubber/water_level_adc_continued_duration,,,水量传感器电压滤波时间（默认5s）,,设备控制-喷水自适应,,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/sd5aox?singleDoc# 《75 4.2.2 清污水箱实时液位检测功能》
/device/scrubber/water_level_and_speed_fitting,,,"打开: 使用新水量和线速度关系
关闭: 使用老水量和线速度关系",,设备控制-喷水自适应,,"上线版本：
下线版本：
功能描述：当water_level_and_speed_fitting打开时，当运行速度达到new_water_level_fit_vel某个区间change_water_level_stable_time秒后，将设置的喷水量设置成当前配置的new_water_level_ratio倍；当计算出的喷水量小于min_water_level_pwm时，则使用此min_water_level_pwm喷水等级；
功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9"
/device/scrubber/keep_beeping,Device,scrubber,蜂鸣器长响开关,ture: 持续鸣笛false:仅在鸣笛区鸣笛,设备控制-其它设备,蜂鸣器,
/strategy/console/battery_consumption_level,Console,scrubber,油污任务默认触发回工作站的低电阈值,低电等级,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oil_clean_base/clean_distance,,,刷洗距离（实际刷洗距离是该距离的2倍）,油污任务清洗距离,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oil_clean_base/clean_num,,,刷洗次数,油污任务刷洗次数,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oil_clean_base/detergent_spray_time,,,单次喷药时间（单位：s）,油污任务单次喷药时间,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oil_clean_base/detergent_wait_time,,,药剂沉浸时间（单位：s）,油污任务药剂沉浸时间,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oil_clean_base/group_num,,,每组油污点数,油污任务单词清理油污数目,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/detergent_wait_time,,,喷药后的默认等待时间,油污任务喷药间隔,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/foam_num,,,油污配置默认去沫次数,执行油污动作默认去泡沫次数,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/navigation_failed_warning_time,,,NUll,,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/outline_offset_dis,,,默认路径膨胀宽度,,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/scrub_num,,,油污配置默认擦洗次数,油污任务单次擦洗次数,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/scrub_water_value,,,油污配置默认擦洗阶段喷水量占空比,,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/speed_level,PNC,oil_clean_base,油污配置默认任务清洗速度,,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/spray_water_value,,,油污配置默认喷药阶段喷水量占空比,,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/wash_num,,,油污配置默认清洗次数,单次油污默认清洗次数,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/oilarea_base/wash_water_value,,,油污配置默认清洗阶段喷水量占空比,,设备控制-清洁剂泵,重度除油,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/device/scrubber/enable_spray_detergent,,,喷洗涤剂开关,使能喷洗涤剂,设备控制-清洁剂泵,使能清洁剂泵,
/device/scrubber/detergent_motor_duty_ratio_max,,,油污泵工作最大占空比,油污泵工作最大占空比,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/detergent_motor_duty_ratio_min,,,油污泵工作最小占空比,油污泵工作最小占空比,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/spray_detergent_cooling_duration,,,片状油污开关冷却时间,75片状油污开关冷却时间,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/spray_detergent_decrease_rate,,,油污喷药减量与时间比例,75片状油污可喷药减量与单位时间秒的比例,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/spray_detergent_default_pwm,,,清洁液原始占空比,,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/spray_detergent_increase_ratio,,,油污喷药增量与距离比例,75片状油污可喷药增量与单位距离米的比例,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/spray_detergent_pwm,,,喷药剂等级,,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/spray_detergent_time_pwm,,,清洁液时间占空比,,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/spray_in_advance_duration,,,提前喷药持续时间,提前喷药持续时间,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/device/scrubber/spray_motor_pwm_setting,,,喷水泵水量对应占空比,,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/device/scrubber/spray_water_detergent_setting,Device,scrubber,油污任务药剂浓度低，中，高,水/除油剂 比例,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/strategy/console/clean_effect_test_area_max,,,NUll,,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/strategy/console/clean_effect_test_area_min,,,NUll,,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,
/strategy/console/clean_water_consumption_level,Console,scrubber,油污任务默认触发回工作站的清水量阈值,清水消耗等级,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,https://gaussian.yuque.com/vhfwq2/mi5d16/id6ugt
/strategy/console/dirty_water_consumption_level,Console,,油污任务默认触发回工作站的污水量阈值,污水积攒等级,设备控制-清洁剂泵,设备控制-药剂（油污清洁）,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/device/scrubber/detergent_level,,,清洁剂等级,,设备控制-清洁剂泵,清洁剂等级,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/device/scrubber/detergent_flow_setting,,,喷清洁剂速率,"每分钟油污清洁剂量, 10~100占空比(g/min)",设备控制-清洁剂泵,,
/device/scrubber/detergent_level_setting,,,清洁剂等级设置,,设备控制-清洁剂泵,,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
/device/scrubber/detergent_water_flow_setting,,,喷水速率,"每分钟清水量, 10~100占空比(g/min)",设备控制-清洁剂泵,,
/device/scrubber/enable_detergent_motor,Device,scrubber,使能蠕动泵开关,"true:可开启
false:不可开启",设备控制-清洁剂泵,,功能说明：https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5
,,,,,,,
/device/scrubber/left_brush_usage_alert,,,左盘刷使用寿命,,设备控制-设备寿命,,
/device/scrubber/left_side_brush_usage_alert,,,左边刷使用寿命,左边刷使用寿命,设备控制-设备寿命,,
/device/scrubber/right_brush_usage_alert,,,右盘刷使用寿命,,设备控制-设备寿命,,
/device/scrubber/right_side_brush_usage_alert,,,右边刷使用寿命,右边刷使用寿命,设备控制-设备寿命,,
/device/scrubber/roller_squeegee_usage_alert,,,滚轮吸水扒使用寿命,滚轮吸水扒使用寿命,设备控制-设备寿命,,
/device/scrubber/soft_squeegee_usage_alert,,,软胶吸水扒使用寿命,软胶吸水扒使用寿命,设备控制-设备寿命,,
/device/scrubber/brush_spin_level_ratio,,,"清洁速度对应刷盘转速比率 ""0.3,0.5,0.7,1""",,设备控制-刷盘电机,刷盘转速与运行速度适配,"上线版本：
下线版本：
功能描述：当参数brush_spin_level_and_speed_fitting打开时，
机器人不同的速度（brush_spin_level_fit_vel），会将刷盘转速降到所设置的 转速*brush_spin_level_ratio；
功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9?singleDoc# 《75 刷盘/水量和线速度关系更新》"
/device/scrubber/brush_motor_current_limit,,,NUll,,设备控制-刷盘电机,刷盘电机过载处理,
/device/scrubber/brush_overload_clear_duration,,,刷盘电机过载状态清理时间,刷盘电机过载状态清理时间,设备控制-刷盘电机,刷盘电机过载处理,
/device/scrubber/brush_overload_recovery_duration,,,刷盘电机过载状态恢复时间,刷盘电机过载状态恢复时间,设备控制-刷盘电机,刷盘电机过载处理,
/device/scrubber/brush_overload_wait_duration,,,刷盘电机过载状态等待时间,刷盘电机过载状态等待时间,设备控制-刷盘电机,刷盘电机过载处理,
/device/scrubber/brush_spin_level,,,刷盘电机下降等级,,设备控制-刷盘电机,,
/device/scrubber/brush_spin_level_setting,,,刷盘转速等级设置,刷盘转速等级设置,设备控制-刷盘电机,,
/device/scrubber/brush_steering_motor_overload_warning_time,,,刷盘或转向电机过载延时,刷盘或转向电机过载延时时间，超过该时间即告警,设备控制-刷盘电机,,
/device/scrubber/enable_brush_motor,Device,scrubber,使能刷盘电机,"true:可开启
false:不可开启",设备控制-刷盘电机,,
/device/scrubber/enable_brush_type_detection,,,刷盘电机类型检测开关,,设备控制-刷盘电机,,
/device/scrubber/enable_left_brush,,,使能左刷盘电机,,设备控制-刷盘电机,,
/device/scrubber/enable_right_brush,,,使能右刷盘电机,,设备控制-刷盘电机,,
/device/scrubber/brush_current_diff_tolerance,,,"盘刷高度自调节时, 左右盘刷电流差值宽容度",,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/brush_current_level_setting,,,"盘刷高度自调节, 目标电流",,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/brush_current_tolerance,,,"盘刷高度自调节时, 盘刷电流宽容度",,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/brush_max_current,,,盘刷高度自调节时 盘刷最大电流阈值,,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/brush_max_position,,,"盘刷高度自调节时, 盘刷最大行程值",,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/brush_min_position,,,"盘刷高度自调节时, 盘刷最小行程值",,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/brush_position_adjust_interval_time,,,盘刷自适应间隔时间,,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/brush_position_self_adjust_initial_position,,,盘刷高度自调节时 初始调节高度,,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/brush_position_self_adjust_wait_current_time,,,滚刷高度自调节时 等待读取电流时间,,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/scrubber/enable_disc_brush_self_adjust,,,盘刷自调节功能开关,,设备控制-刷盘升降电机,设备控制-盘刷高度自适应,
/device/mcu/brush_down_type,,,刷盘升降电机类型,"0: 非霍尔电机, 1: 霍尔电机",设备控制-刷盘升降电机,,
/device/scrubber/backward_notliftup_brush,,,后退不抬刷盘,true: 后退不抬刷盘,设备控制-刷盘升降电机,,
/device/scrubber/brush_down_current_threshold,,,刷盘电机下降电流阀值,,设备控制-刷盘升降电机,,
/device/scrubber/brush_down_full_time,Device,scrubber,刷盘电机完全下降需要的时间,,设备控制-刷盘升降电机,,
/device/scrubber/brush_down_half_time,Device,scrubber,刷盘电机半下降需要的时间,,设备控制-刷盘升降电机,,
/device/scrubber/brush_down_level_setting,,,推杆电机行程低。单位：mm,,设备控制-刷盘升降电机,,
/device/scrubber/brush_down_pwm,,,刷盘下降功率,,设备控制-刷盘升降电机,,
/device/scrubber/brush_position_level_setting,,,刷盘高度等级设置,刷盘高度等级设置,设备控制-刷盘升降电机,,
/device/scrubber/brush_pressure_level,,,刷盘电机压力等级,,设备控制-刷盘升降电机,,
/device/scrubber/brush_pressure_level_setting,,,刷盘压力等级设置,刷盘压力等级设置,设备控制-刷盘升降电机,,
/device/scrubber/brush_up_current_threshold,,,刷盘电机上升电流阀值,,设备控制-刷盘升降电机,,
/device/scrubber/brush_up_half_time,,,晶面机：位置低-位置中时间,,设备控制-刷盘升降电机,,
/device/scrubber/brush_up_pwm,,,刷盘上升功率,,设备控制-刷盘升降电机,,
/device/scrubber/enable_brush_lift_motor,Device,scrubber,使能刷盘抬升电机,"true:可开启 
false:不可开启",设备控制-刷盘升降电机,,
/device/scrubber/rolling_brush_position_level_setting,,,滚刷高度等级设置,滚刷高度等级设置（行程值）,设备控制-刷盘升降电机,,
/strategy/follow_base/max_stop_water_distance,,,最大停水距离,,设备控制-提前停洗,,
/strategy/follow_base/min_stop_water_distance,,,最小停水距离,,设备控制-提前停洗,,
/device/scrubber/mist_spray_work_max_angle,,,喷雾工作最大角速度,触发喷雾电机工作的最大角速度,设备控制-雾化器,#N/A,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/disinfectant_level_low_cont_duration,,,消毒液低液位持续时间,消毒液低液位持续时间,设备控制-雾化器,,
/device/scrubber/disinfectant_supply_timeout,,,消毒液补液超时时间,,设备控制-雾化器,,
/device/scrubber/disinfection_storage_max_time,,,消毒液放置的最大时间,消毒液放置的最大时间,设备控制-雾化器,,
/device/scrubber/enable_disinfection_storage_warning,,,使能消杀液放置时间过长告警功能,使能消杀液放置时间过长告警,设备控制-雾化器,,
/device/scrubber/enable_mist_spray,,,喷雾开关,使能喷雾,设备控制-雾化器,,
/device/scrubber/mist_bag_low_level_continued_duration,,,消杀水箱低液位持续时间,,设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/mist_box_low_level_continued_duration,,,消杀低液位持续时间,消杀低液位持续时间,设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/mist_box_low_low_level_duration,,,雾化箱低低液位持续时间,雾化箱低低液位持续时间,设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/mist_box_temperature_high,,,雾化箱高温预警阈值,雾化箱高温预警阈值,设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/mist_liquid_supply_timeout_duration,,,V3.0消杀补液超时时间,V3.0消杀补液超时时间,设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/mist_spray_distance_level_setting,,,喷雾距离等级设置,喷雾距离等级设置,设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/mist_spray_rest_working_duration,,,静止时喷雾/喷香持续时间,静止时喷雾/喷香持续时间,设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/mist_spray_type,,,喷雾类型,"喷雾类型 0:关闭, 1:消杀, 2:香薰",设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
